seller_code,seller_name,seller_trust,seller_safe_sales,seller_customs,seller_items,category_top,sell_method,seller_view,seller_like,seller_chat
9350719,중고나라#9350933,640.0,1,0,1,가전제품,직거래,115,0,0
9351128,중고나라#9351342,747.0,7,0,3,노트북/PC,"직거래,택배",152,0,2
9351158,중고나라#9351372,372.0,1,0,2,노트북/PC,"직거래,택배",39,0,1
9351706,중고나라#9351920,455.0,0,0,2,모바일/태블릿,택배,28,0,0
9351970,곤지빵빵,624.0,0,0,1,패션잡화,직거래,35,1,0
9352102,가을반,651.0,1,0,3,"노트북/PC, 가전제품, 패션의류",택배,53,0,0
9352689,비움의미학,707.0,0,0,7,"가전제품, 패션잡화",택배,105,0,2
9352960,중고나라#9353174,419.0,2,0,2,가전제품,"택배, 직거래,택배",41,0,0
9353474,중고나라#9353688,280.0,0,0,1,노트북/PC,"직거래,택배",4,0,0
9353531,중고나라#9353745,445.0,0,0,1,노트북/PC,"직거래,택배",190,0,3
9353867,초초초미,689.0,1,0,1,가전제품,"직거래,택배",7,0,0
9354071,중고나라#9354285,555.0,1,0,1,패션잡화,택배,14,0,0
9354463,중고나라#9354677,222.0,0,1,3,"패션잡화, 패션의류",택배,9,0,0
9354661,중고나라#9354875,294.0,0,0,1,가전제품,직거래,56,0,4
9355061,중고나라#9355275,529.0,0,0,1,가전제품,"직거래,택배",58,1,1
9355668,중고나라#9355882,243.0,0,0,1,가전제품,직거래,32,0,0
9355702,중고나라#9355916,337.0,0,0,2,가전제품,택배,36,1,0
9355859,중고나라#9356073,462.0,0,0,1,패션잡화,택배,79,0,2
9356003,보라돌이8173,402.0,0,0,1,패션의류,"직거래,택배",21,0,2
9356015,중고나라#9356229,237.0,0,0,1,노트북/PC,직거래,59,0,1
9356786,매너잡상인,703.0,2,0,1,노트북/PC,택배,18,1,0
9357497,중고나라#9357711,265.0,0,0,3,패션의류,"택배, 직거래,택배",8,0,1
9357585,중고나라#9357799,267.0,0,0,1,가전제품,"직거래,택배",59,0,0
9357624,중고나라#9357838,602.0,5,3,2,노트북/PC,택배,284,3,3
9358109,중고나라#9358323,313.0,0,0,1,모바일/태블릿,"직거래,택배",15,0,0
9358189,중고나라#9358403,543.0,3,0,1,가전제품,"직거래,택배",78,2,3
9358376,알랭이aa,606.0,6,0,1,패션잡화,택배,123,0,0
9358530,중고나라#9358744,250.0,0,0,1,노트북/PC,택배,20,0,0
9358679,중고나라#9358893,515.0,1,0,2,패션의류,택배,21,0,1
9358926,중고나라#9359140,224.0,0,0,1,가전제품,"직거래,택배,편의점픽업",45,0,0
9359330,qwer3324,412.0,1,0,1,노트북/PC,"직거래,택배",42,0,0
9360088,중고나라#9360302,783.0,19,4,5,가전제품,"직거래,택배",500,6,16
9360094,중고나라#9360308,184.0,0,0,1,패션의류,택배,1,0,0
9360185,중고나라#9360399,343.0,0,0,1,모바일/태블릿,"직거래,택배",29,0,0
9360911,중고나라#9361125,433.0,3,0,2,"가전제품, 패션의류","직거래,택배",170,0,1
9361132,중고나라#9361346,423.0,0,0,1,가전제품,직거래,69,0,0
9361185,중고나라#9361399,183.0,0,0,1,노트북/PC,"직거래,택배",19,0,0
9361563,중고나라#9361777,366.0,0,0,2,노트북/PC,택배,35,0,0
9361852,중고나라#9362066,282.0,0,0,1,패션의류,"직거래,택배",26,0,0
9361867,중고나라#9362081,386.0,0,0,2,패션잡화,택배,17,0,0
9362421,중고나라#9362635,262.0,0,0,1,패션잡화,"직거래,택배",0,0,0
9362956,중고나라#9363170,258.0,1,1,1,패션잡화,택배,4,0,0
9363362,중고나라#9363576,483.0,2,2,1,가전제품,"직거래,택배",41,0,0
9363469,중고나라#9363683,553.0,1,0,1,가전제품,"직거래,택배,편의점픽업",27,0,0
9363501,중고나라#9363715,306.0,0,1,3,노트북/PC,직거래,27,0,0
9363752,중고나라#9363966,227.0,0,0,1,노트북/PC,"직거래,택배",16,0,1
9363981,중고나라#9364195,204.0,0,0,3,"패션잡화, 패션의류",택배,12,0,0
9364166,중고나라#9364380,183.0,0,0,1,가전제품,직거래,26,0,0
9364167,허벅대왕,536.0,2,0,1,노트북/PC,직거래,90,0,1
9364847,중고나라#9365061,635.0,0,0,1,노트북/PC,"직거래,택배",427,5,6
9364933,Rbigball,738.0,6,1,5,노트북/PC,"직거래,택배, 택배",263,0,7
9365165,밍키담맘,865.0,6,10,4,패션의류,택배,54,0,0
9365908,중고나라#9366122,844.0,3,0,7,노트북/PC,"직거래,택배, 직거래",434,1,6
9366013,중고나라#9366227,446.0,0,0,1,노트북/PC,"직거래,택배,편의점픽업",39,0,0
9366149,중고나라#9366363,234.0,0,0,1,모바일/태블릿,"직거래,택배",12,0,0
9366202,malone2,330.0,0,0,1,가전제품,택배,30,1,1
9366230,당근60도,286.0,0,0,1,노트북/PC,직거래,29,0,0
9366336,중고나라#9366550,515.0,1,2,2,가전제품,직거래,53,0,0
9366661,신랄이,290.0,0,0,1,패션의류,"직거래,택배",5,0,0
9367070,이쮸리얼,746.0,1,0,3,패션잡화,"직거래,택배",116,0,2
9367086,중고나라#9367300,388.0,0,0,2,패션의류,"직거래,택배",28,0,1
9367427,중고나라#9367641,183.0,0,0,1,모바일/태블릿,"직거래,택배",11,0,1
9367572,중고나라#9367786,340.0,0,0,1,패션잡화,"직거래,택배",19,0,0
9368054,중고나라#9368268,428.0,1,0,1,노트북/PC,"직거래,택배",22,0,0
9368115,중고나라#9368329,489.0,4,0,1,노트북/PC,"직거래,택배",141,0,0
9368683,louieshin,553.0,0,0,1,가전제품,"직거래,택배",129,2,1
9368848,중고나라#9369062,306.0,1,0,1,노트북/PC,택배,1,0,0
9369356,중고나라#9369570,246.0,0,0,1,노트북/PC,"직거래,택배",3,0,0
9369419,중고나라#9369633,492.0,6,2,1,가전제품,"직거래,택배",5,0,0
9369869,중고나라#9370083,392.0,0,0,1,패션잡화,택배,28,0,1
9370024,중고나라#9370238,454.0,0,0,1,패션의류,택배,8,1,0
9370100,신용2in,487.0,0,0,1,노트북/PC,"직거래,택배",110,0,4
9370260,중고나라#9370474,701.0,45,8,16,"패션잡화, 패션의류",택배,745,0,18
9370529,중고나라#9370743,274.0,0,0,1,모바일/태블릿,택배,16,0,0
9370683,빈티지1914,527.0,6,12,27,패션의류,택배,129,0,0
9371310,중고나라#9371524,319.0,0,0,1,노트북/PC,"직거래,택배",4,0,0
9371327,모이진,370.0,2,0,1,패션의류,택배,31,0,0
9371335,로틴왕,792.0,7,0,1,노트북/PC,직거래,22,0,1
9371667,중고나라#9371881,267.0,0,0,3,가전제품,"직거래,택배",18,0,0
9372465,중고나라#9372679,248.0,0,0,1,패션의류,택배,25,0,0
9372650,중고나라#9372864,259.0,1,0,1,패션잡화,택배,19,0,0
9372844,러브러브상점,567.0,0,0,1,가전제품,"직거래,택배",231,1,1
9372890,중고나라#9373104,596.0,0,0,1,모바일/태블릿,택배,80,2,1
9372922,중고나라#9373136,417.0,0,0,1,패션잡화,"직거래,택배",4,0,0
9372941,중고나라#9373155,598.0,0,0,5,"노트북/PC, 가전제품",직거래,1021,18,11
9373074,중고나라#9373288,459.0,0,0,2,노트북/PC,"직거래,택배,편의점픽업",19,0,0
9373126,중고나라#9373340,316.0,0,0,1,노트북/PC,"직거래,택배",30,1,2
9373234,중고나라#9373448,271.0,0,0,2,가전제품,"직거래,택배",45,0,0
9373293,중고나라#9373507,297.0,0,0,1,가전제품,"직거래,택배",4,0,0
9373330,중고나라#9373544,418.0,1,0,3,가전제품,"택배, 직거래,택배",120,0,0
9373430,중고나라#9373644,393.0,0,0,1,가전제품,택배,70,0,1
9373578,중고나라#9373792,450.0,0,0,1,패션의류,택배,6,0,0
9373751,중고나라#9373965,355.0,0,0,2,노트북/PC,"직거래,택배",44,0,0
9374070,중고나라#9374284,569.0,1,0,1,모바일/태블릿,택배,160,0,0
9374451,중고나라#9374665,303.0,0,0,1,노트북/PC,"직거래,택배,편의점픽업",20,0,0
9374824,중고나라#9375038,281.0,0,0,1,노트북/PC,"직거래,택배",212,0,1
9375374,신나고줄겁게,725.0,7,1,4,노트북/PC,"직거래,택배",349,2,8
9375473,중고나라#9375687,285.0,0,0,1,패션의류,"직거래,택배",13,0,0
9375557,중고나라#9375771,514.0,1,0,1,패션의류,택배,14,0,0
9376113,중고나라#9376327,231.0,0,0,1,패션잡화,택배,11,0,0
9376276,중고나라#9376490,493.0,4,0,5,"패션잡화, 패션의류",택배,18,0,1
9376293,중고나라#9376507,187.0,0,0,1,패션잡화,택배,4,0,0
9376537,중고나라#9376751,431.0,0,0,1,가전제품,직거래,87,1,4
9377625,중고나라#9377839,332.0,1,0,1,패션의류,"직거래,택배",11,0,0
9378197,중고나라#9378411,238.0,0,0,1,가전제품,"직거래,택배",163,1,1
9379087,중고나라#9379301,215.0,0,0,1,가전제품,"직거래,택배",20,0,0
9379129,중고나라#9379343,232.0,0,0,1,패션잡화,택배,12,0,0
9379411,중고나라#9379625,441.0,0,0,1,패션의류,"직거래,택배",88,0,2
9379801,중고나라#9380015,429.0,3,0,1,패션의류,"직거래,택배",30,0,0
9379953,중고나라#9380167,248.0,0,0,1,패션잡화,택배,2,0,0
9380189,중고나라#9380403,364.0,0,0,2,노트북/PC,"직거래,택배",18,0,0
9380272,중고나라#9380486,246.0,0,0,1,노트북/PC,"직거래,택배",2,0,1
9380371,중고나라#9380585,278.0,0,0,2,"가전제품, 패션잡화","직거래,택배",10,0,0
9380580,중고나라#9380794,183.0,0,0,1,노트북/PC,"직거래,택배",1,0,0
9380667,중고나라#9380881,573.0,1,0,2,"모바일/태블릿, 패션잡화","직거래,택배",13,0,0
9380765,중고나라#9380979,538.0,1,0,1,노트북/PC,"직거래,택배",24,0,0
9381370,중고나라#9381584,262.0,0,0,1,가전제품,택배,2,0,0
9381374,키오팔,400.0,0,0,1,패션의류,택배,4,0,0
9381503,중고나라#9381717,233.0,0,0,1,패션의류,"직거래,택배",10,0,0
9381853,중고나라#9382067,335.0,0,0,1,노트북/PC,"직거래,택배",6,0,0
9381935,중고나라#9382149,354.0,0,0,1,노트북/PC,"직거래,택배",210,4,5
9382308,잠만보클론,438.0,0,0,1,노트북/PC,"직거래,택배",32,0,1
9382402,vingtneuf,417.0,0,0,1,패션잡화,"직거래,택배",10,0,1
9382952,중고나라#9383166,248.0,0,0,1,패션잡화,"직거래,택배",8,0,0
9383132,장회장짱,476.0,0,0,1,패션잡화,"직거래,택배",150,0,3
9383686,sn0wf1ower,565.0,0,0,1,가전제품,택배,65,0,0
9383774,중고나라#9383988,587.0,0,1,1,패션잡화,"직거래,택배",31,0,0
9383852,중고나라#9384066,335.0,0,0,1,패션의류,택배,30,0,1
9383961,중고나라#9384175,674.0,1,0,1,패션의류,"직거래,택배",23,0,0
9384150,중고나라#9384364,549.0,1,2,2,"패션잡화, 패션의류","직거래,택배",30,0,0
9384176,중고나라#9384390,329.0,0,0,1,모바일/태블릿,택배,320,1,7
9384185,중고나라#9384399,555.0,3,1,1,노트북/PC,"직거래,택배",42,0,0
9384241,중고나라#9384455,406.0,0,0,1,노트북/PC,직거래,12,0,1
9384951,중고나라#9385165,491.0,0,0,1,가전제품,"직거래,택배,편의점픽업",34,0,1
9385241,중고나라#9385455,417.0,0,0,1,노트북/PC,"직거래,택배",11,0,0
9386183,중고나라#9386397,215.0,0,0,2,패션잡화,"직거래,택배, 택배",28,1,0
9386236,중고나라#9386450,374.0,1,0,1,패션잡화,택배,16,0,0
9386440,중고나라#9386654,240.0,0,0,1,노트북/PC,"직거래,택배",7,0,0
9386492,중고나라#9386706,545.0,1,0,3,"패션잡화, 패션의류",택배,37,0,0
9386839,중고나라#9387053,292.0,0,1,1,패션의류,"직거래,택배",28,0,0
9387063,중고나라#9387277,496.0,0,0,2,"가전제품, 패션의류","직거래,택배, 택배",65,0,1
9387096,중고나라#9387310,679.0,4,5,7,패션의류,택배,90,0,1
9387903,상쾌한수리부엉이,443.0,0,1,1,모바일/태블릿,택배,10,0,0
9388390,중고나라#9388604,602.0,2,0,1,노트북/PC,"직거래,택배",12,0,0
9388822,단바인1,750.0,3,0,3,가전제품,"직거래,택배",132,2,5
9388979,중고나라#9389193,333.0,0,0,1,노트북/PC,택배,43,0,0
9388988,아이세이코스차,549.0,1,0,1,모바일/태블릿,"직거래,택배",92,0,1
9389166,중고나라#9389380,356.0,0,0,1,노트북/PC,택배,10,0,0
9389183,중고나라#9389397,567.0,9,0,1,노트북/PC,택배,160,2,3
9389226,중고나라#9389440,316.0,0,0,2,"노트북/PC, 패션잡화","직거래,택배",27,0,1
9390130,유블리맘0,504.0,0,4,1,패션잡화,택배,88,0,2
9390629,헬로준아,530.0,0,0,3,패션잡화,택배,54,0,0
9390712,중고나라#9390926,251.0,0,0,1,패션잡화,"직거래,택배",24,0,0
9390945,잘살아봅시당,739.0,3,0,1,패션잡화,택배,132,1,1
9391063,중고나라#9391277,268.0,0,0,3,패션잡화,택배,24,0,1
9391207,정신나간컴돌이,721.0,0,0,2,노트북/PC,"직거래,택배",625,0,4
9391371,정물콩,349.0,0,0,1,패션잡화,"직거래,택배",0,0,0
9391563,중고나라#9391777,367.0,0,0,1,패션잡화,택배,9,0,0
9391643,중고나라#9391857,354.0,0,0,1,패션의류,"직거래,택배",22,0,0
9391760,중고나라#9391974,660.0,3,0,1,노트북/PC,"직거래,택배",40,0,1
9391855,esliber,519.0,2,0,1,노트북/PC,택배,43,0,0
9391952,중고나라#9392166,248.0,0,0,1,패션잡화,"직거래,택배",2,0,0
9392625,아지ㅎ,701.0,1,0,1,가전제품,"직거래,택배",8,0,0
9392878,중고나라#9393092,620.0,0,0,4,패션의류,"직거래,택배",75,0,2
9392900,중고나라#9393114,542.0,0,0,1,패션잡화,"직거래,택배",189,0,2
9393209,중고나라#9393423,186.0,0,0,1,패션잡화,직거래,14,0,0
9393318,중고나라#9393532,516.0,0,0,6,"노트북/PC, 패션잡화, 패션의류","택배, 직거래,택배, 직거래",163,1,0
9393663,오늘도맑음11,270.0,0,0,1,노트북/PC,"직거래,택배",6,0,0
9393839,minehi,462.0,0,0,1,패션의류,택배,2,0,0
9393967,중고나라#9394181,273.0,0,0,1,패션잡화,"직거래,택배,편의점픽업",76,0,2
9394486,중고나라#9394700,262.0,2,1,4,패션의류,택배,86,0,0
9394499,중고나라#9394713,242.0,0,0,1,패션의류,택배,4,0,0
9394550,중고나라#9394764,352.0,0,0,3,"노트북/PC, 패션잡화","직거래,택배",23,0,0
9394765,중고나라#9394979,286.0,0,0,2,가전제품,택배,8,0,0
9394785,중고나라#9394999,466.0,0,0,1,노트북/PC,택배,5,0,0
9394976,중고나라#9395190,529.0,4,0,2,노트북/PC,"직거래,택배",51,1,1
9395081,유컴앤카스팀,727.0,0,16,1,노트북/PC,"직거래,택배",115,1,1
9395387,oljss,496.0,1,0,1,가전제품,"직거래,택배",28,0,0
9395416,중고나라#9395630,572.0,4,0,3,모바일/태블릿,"택배, 직거래,택배",229,1,0
9395561,다내꺼다용,674.0,0,1,8,"노트북/PC, 패션잡화","직거래,택배",129,0,0
9395677,중고나라#9395891,396.0,0,0,1,패션잡화,"직거래,택배",273,3,6
9395823,중고나라#9396037,255.0,0,0,1,가전제품,"직거래,택배",18,1,1
9395842,중고나라#9396056,223.0,0,0,1,가전제품,"직거래,택배",6,0,0
9395949,중고나라#9396163,249.0,0,1,2,"패션잡화, 패션의류",택배,7,0,0
9396016,중고나라#9396230,464.0,2,0,1,노트북/PC,"직거래,택배",11,0,0
9396047,jerrybene,780.0,1,1,1,노트북/PC,"직거래,택배",81,0,1
9396173,중고나라#9396387,600.0,7,0,1,패션잡화,택배,32,0,0
9396547,중고나라#9396761,652.0,8,0,5,"노트북/PC, 모바일/태블릿, 가전제품","직거래,택배",497,2,1
9396611,중고나라#9396825,608.0,1,1,4,가전제품,"직거래,택배, 택배",53,1,0
9396706,중고나라#9396920,491.0,4,0,1,모바일/태블릿,"직거래,택배",28,0,1
9396725,중고나라#9396939,618.0,0,0,1,노트북/PC,"직거래,택배",22,0,0
9396783,중고나라#9396997,566.0,1,0,2,가전제품,직거래,88,0,0
9396800,중고나라#9397014,524.0,1,0,1,패션잡화,"직거래,택배",26,0,0
9397774,중고나라#9397988,199.0,0,0,1,노트북/PC,"직거래,택배",10,0,0
9397957,중고나라#9398171,354.0,0,0,2,패션잡화,택배,109,0,2
9398000,중고나라#9398214,361.0,0,0,4,"패션잡화, 패션의류",택배,28,0,0
9398234,중고나라#9398448,445.0,0,0,8,패션의류,"직거래,택배",72,0,0
9398262,중고나라#9398476,436.0,1,0,1,패션의류,택배,10,0,0
9398370,베트멍전문가,614.0,1,0,1,가전제품,"직거래,택배",60,0,2
9398387,중고나라#9398601,626.0,1,1,1,패션잡화,"직거래,택배",68,0,0
9398428,중고나라#9398642,269.0,0,0,3,"모바일/태블릿, 패션잡화","직거래,택배",12,0,0
9398547,중고나라#9398761,300.0,0,0,1,가전제품,직거래,10,0,0
9398834,중고나라#9399048,705.0,7,0,1,노트북/PC,"직거래,택배",165,0,1
9398864,중고나라#9399078,467.0,0,0,1,가전제품,직거래,35,0,0
9398986,중고나라#9399200,543.0,0,0,1,노트북/PC,직거래,12,0,1
9399150,중고나라#9399364,205.0,0,0,1,노트북/PC,직거래,44,0,3
9399310,용돈이필요해요엉엉,487.0,0,0,1,패션의류,"직거래,택배,편의점픽업",2,0,0
9399350,중고나라#9399564,369.0,0,0,3,"노트북/PC, 가전제품",직거래,2,0,0
9399821,중고나라#9400035,252.0,0,0,1,가전제품,직거래,23,0,0
9400033,중고나라#9400247,515.0,4,0,2,가전제품,"직거래, 택배",53,0,1
9400364,중고나라#9400578,363.0,0,0,3,"노트북/PC, 패션잡화","직거래,택배, 택배",10,0,0
9400966,중고나라#9401180,428.0,0,0,1,패션잡화,택배,32,0,2
9401102,중고나라#9401316,312.0,1,1,4,"패션잡화, 패션의류",택배,32,0,0
9401333,중고나라#9401547,190.0,0,0,5,패션의류,택배,35,0,0
9401449,중고나라#9401663,507.0,0,1,1,패션잡화,택배,62,0,0
9401493,중고나라#9401707,636.0,1,0,2,"노트북/PC, 가전제품",택배,148,0,1
9401726,굴비리우스,388.0,0,0,1,노트북/PC,택배,25,0,1
9402241,중고나라#9402455,605.0,2,0,1,패션의류,택배,10,0,0
9402277,중고나라#9402491,276.0,0,0,2,노트북/PC,"직거래,택배",20,0,0
9402716,중고나라#9402930,313.0,0,4,1,패션의류,택배,2,0,0
9402726,중고나라#9402940,344.0,1,1,3,패션잡화,택배,33,0,0
9402782,라리마르,398.0,0,0,1,가전제품,직거래,50,0,0
9402923,중고나라#9403137,613.0,1,0,1,모바일/태블릿,택배,13,0,0
9402941,중고나라#9403155,216.0,0,0,1,패션잡화,"직거래,택배",38,0,0
9403068,중고나라#9403282,363.0,0,0,2,노트북/PC,"직거래, 직거래,택배",5,0,0
9403259,중고나라#9403473,340.0,1,0,3,"가전제품, 패션잡화",택배,104,0,1
9403304,중고나라#9403518,388.0,1,0,1,가전제품,"직거래,택배",11,0,0
9403575,척척공방,546.0,0,0,1,노트북/PC,"직거래,택배",250,1,1
9403695,중고나라#9403909,224.0,0,0,1,노트북/PC,"직거래,택배",32,0,2
9403777,중고나라#9403991,303.0,0,0,1,패션잡화,택배,3,0,0
9403827,내일의저격왕,680.0,2,0,1,가전제품,택배,8,0,0
9403973,중고나라#9404187,427.0,0,0,1,가전제품,직거래,30,0,0
9404051,중고나라#9404265,224.0,0,0,3,노트북/PC,택배,67,0,1
9404053,중고나라#9404267,223.0,0,0,2,가전제품,"직거래,택배",44,1,1
9404408,파란기대,669.0,3,0,1,노트북/PC,"직거래,택배",37,0,0
9404520,중고나라#9404734,265.0,0,0,1,패션의류,"직거래,택배",2,0,0
9404530,tgjdduo,528.0,0,0,1,패션의류,택배,11,0,0
9404671,IKIRU,370.0,0,0,1,가전제품,"직거래,택배",107,0,1
9404875,중고나라#9405089,406.0,0,0,1,가전제품,"직거래,택배",151,1,1
9404928,중고나라#9405142,621.0,0,0,2,가전제품,직거래,37,1,0
9405056,중고나라#9405270,293.0,0,0,2,노트북/PC,"직거래,택배",161,0,0
9405275,중고나라#9405489,336.0,0,0,1,노트북/PC,"직거래,택배",28,0,0
9405359,중고나라#9405573,600.0,0,0,2,"노트북/PC, 패션의류","직거래,택배",49,0,1
9406038,춘스춘스,423.0,1,0,1,패션의류,"직거래,택배",26,0,1
9406184,중고나라#9406398,343.0,0,0,1,모바일/태블릿,직거래,35,0,0
9406393,소박시민,785.0,16,0,2,패션잡화,택배,37,0,1
9406442,중고나라#9406656,284.0,0,0,1,노트북/PC,택배,28,0,0
9406450,중고나라#9406664,217.0,0,0,2,노트북/PC,"직거래, 직거래,택배",12,0,1
9406570,중고나라#9406784,470.0,0,0,1,가전제품,직거래,23,0,0
9406613,중고나라#9406827,382.0,0,0,4,패션잡화,"직거래, 직거래,택배",56,0,0
9406896,Lyusia,398.0,0,0,3,노트북/PC,"직거래,택배",46,0,1
9407066,중고나라#9407280,704.0,1,0,2,가전제품,택배,55,0,0
9407360,Bapkleoi,468.0,1,0,11,패션잡화,택배,267,6,4
9407712,stampd,447.0,0,0,1,노트북/PC,택배,30,0,0
9407899,중고나라#9408113,324.0,1,0,1,노트북/PC,"직거래,택배",0,0,0
9408538,중고나라#9408752,430.0,1,0,3,패션잡화,택배,61,0,0
9408697,중고나라#9408911,457.0,0,0,1,가전제품,"직거래,택배",131,1,0
9408862,중고나라#9409076,314.0,0,0,2,모바일/태블릿,직거래,64,2,2
9409237,중고나라#9409451,328.0,0,0,1,패션의류,"직거래,택배",43,0,0
9409367,중고나라#9409581,586.0,0,0,2,패션의류,택배,9,0,0
9409395,중고나라#9409609,228.0,0,0,1,패션의류,택배,5,0,0
9409596,중고나라#9409810,187.0,0,0,2,가전제품,직거래,63,0,2
9409611,중고나라#9409825,285.0,0,1,1,노트북/PC,택배,156,1,0
9410007,꼬꼬댁님이야,335.0,0,0,1,패션의류,택배,107,2,1
9410126,중고나라#9410340,468.0,0,0,1,패션의류,"직거래,택배",6,0,0
9410712,중고나라#9410926,242.0,0,0,2,노트북/PC,"직거래,택배",33,0,1
9411142,중고나라#9411356,610.0,1,1,1,가전제품,택배,104,0,2
9411455,중고나라#9411669,317.0,1,0,1,패션잡화,직거래,61,0,1
9411589,빈티지상점VTG,590.0,33,15,108,"패션잡화, 패션의류",택배,2815,7,51
9411602,우리지금만느아,630.0,1,1,3,노트북/PC,"직거래,택배",139,0,4
9411677,중고나라#9411891,545.0,0,0,1,노트북/PC,직거래,93,0,0
9411957,중고나라#9412171,223.0,0,0,3,패션잡화,택배,10,0,0
9412432,중고나라#9412646,276.0,0,0,1,패션의류,택배,2,0,0
9412487,중고나라#9412701,431.0,0,0,1,모바일/태블릿,"직거래,택배,편의점픽업",31,0,0
9412519,중고나라#9412733,243.0,0,0,1,패션의류,"직거래,택배",3,0,0
9412995,중고나라#9413209,304.0,1,0,1,노트북/PC,"직거래,택배",15,0,0
9413037,중고나라#9413251,400.0,0,0,1,패션의류,택배,12,0,0
9413202,코딴딴,416.0,0,0,4,노트북/PC,"직거래,택배, 직거래,택배,편의점픽업",17,0,0
9413525,중고나라#9413739,525.0,0,0,2,노트북/PC,"직거래, 직거래,택배",252,1,4
9413792,woods0707,566.0,1,0,1,모바일/태블릿,택배,21,0,1
9413876,간출수,575.0,6,1,1,패션의류,"직거래,택배",13,0,0
9413883,중고나라#9414097,392.0,0,0,1,패션잡화,"직거래,택배,편의점픽업",33,0,0
9414378,중고나라#9414592,341.0,0,0,1,노트북/PC,"직거래,택배",35,0,0
9414578,중고나라#9414792,534.0,0,0,3,"패션잡화, 패션의류",택배,76,0,1
9414724,70,590.0,0,0,1,패션잡화,택배,5,0,0
9414770,81,521.0,0,0,1,패션잡화,택배,1,0,0
9414977,중고나라#9415191,354.0,0,0,1,패션의류,"직거래,택배",31,0,1
9415071,새우깡김치볶음밥,536.0,0,0,1,패션잡화,택배,12,0,0
9415072,중고나라#9415286,245.0,0,0,1,가전제품,직거래,21,0,0
9415451,중고나라#9415665,328.0,0,0,1,노트북/PC,"직거래,택배",31,0,0
9416895,중고나라#9417109,394.0,1,0,1,패션잡화,"직거래,택배",12,0,0
9417470,중고나라#9417684,325.0,0,1,6,가전제품,직거래,121,1,2
9417811,중고나라#9418025,673.0,2,0,1,노트북/PC,택배,132,3,4
9418071,중고나라#9418285,355.0,0,0,2,패션잡화,택배,21,0,0
9418113,조그만한가게,721.0,9,0,3,노트북/PC,택배,162,0,1
9418311,중고나라#9418525,165.0,0,0,4,"패션잡화, 패션의류",택배,6,0,0
9418699,중고나라#9418913,375.0,1,0,2,"모바일/태블릿, 패션의류","직거래,택배",11,0,0
9419082,중고나라#9419296,479.0,0,3,3,"패션잡화, 패션의류",택배,46,0,0
9419449,중고나라#9419663,645.0,0,0,1,노트북/PC,"직거래,택배",336,2,3
9419525,중고나라#9419739,642.0,4,0,5,"노트북/PC, 가전제품",택배,76,0,1
9419871,중고나라#9420085,258.0,0,0,1,가전제품,택배,78,1,1
9419875,중고나라#9420089,267.0,0,0,2,패션잡화,"직거래,택배",1,0,0
9419896,중고나라#9420110,282.0,0,0,1,노트북/PC,"직거래,택배,편의점픽업",46,1,0
9419933,중고나라#9420147,447.0,1,0,3,"가전제품, 패션잡화","직거래,택배, 직거래",36,0,0
9420245,내맘의별,775.0,0,0,1,노트북/PC,"직거래,택배",149,2,1
9421144,프링글스미니,582.0,5,0,1,노트북/PC,"직거래,택배",102,1,3
9421440,닉스피,436.0,1,0,1,패션잡화,택배,12,0,0
9421511,장구는목말리야,700.0,1,0,3,노트북/PC,"직거래,택배, 직거래, 택배",218,0,2
9421803,중고나라#9422017,477.0,3,0,1,패션의류,택배,4,0,0
9421856,중고나라#9422070,381.0,0,0,1,노트북/PC,"직거래,택배,편의점픽업",152,0,0
9422444,중고나라#9422658,348.0,0,0,2,노트북/PC,"직거래,택배",180,1,2
9423196,중고나라#9423410,392.0,1,1,1,노트북/PC,"직거래,택배",7,0,0
9423445,중고나라#9423659,684.0,21,2,2,가전제품,택배,48,1,1
9423812,중고나라#9424026,440.0,0,0,2,패션잡화,"직거래,택배, 직거래",39,0,0
9423916,중고나라#9424130,258.0,1,0,1,패션잡화,택배,28,0,0
9424255,중고나라#9424469,311.0,0,0,2,패션의류,택배,33,0,0
9425418,중고나라#9425632,282.0,0,0,4,패션의류,"직거래,택배",16,1,0
9425740,PHLOXi,569.0,1,0,6,"노트북/PC, 모바일/태블릿, 가전제품, 패션의류","직거래,택배",115,1,2
9426157,ZILOTT,784.0,4,0,1,노트북/PC,"직거래,택배",10,0,0
9426641,중고나라#9426855,273.0,0,1,1,노트북/PC,"직거래,택배",6,0,0
9426949,중고나라#9427163,544.0,6,0,1,가전제품,"직거래,택배",16,0,0
9427067,중고나라#9427281,479.0,5,4,4,노트북/PC,"직거래,택배",20,0,1
9427072,중고나라#9427286,312.0,0,0,1,패션의류,"직거래,택배",16,0,0
9427724,당근농장a,697.0,2,0,2,가전제품,직거래,43,0,0
9427959,중고나라#9428173,333.0,0,1,2,노트북/PC,"직거래,택배",22,1,1
9428127,중고나라#9428341,477.0,3,2,1,패션잡화,"직거래,택배",11,0,0
9428265,마자씨,552.0,0,1,2,노트북/PC,직거래,95,3,4
9428818,중고나라#9429032,279.0,0,0,1,노트북/PC,직거래,87,0,1
9428993,중고나라#9429207,382.0,0,0,1,패션잡화,택배,24,0,0
9429085,중고나라#9429299,547.0,0,0,3,패션잡화,"직거래,택배",27,0,0
9429253,중고나라#9429467,388.0,0,0,1,가전제품,"직거래,택배",32,0,0
9429433,중고나라#9429647,224.0,0,1,1,노트북/PC,직거래,18,0,0
